player_url,season_end_year,target_market_value,method
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2019,100000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2020,125000.0,Method 1: June
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2021,150000.0,Method 1: June
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2022,150000.0,Method 1: June
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2023,150000.0,Method 1: June
https://www.transfermarkt.com/aaron-herzog/profil/spieler/276566,2024,125000.0,Method 1: June
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2019,150000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2020,600000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2021,5000000.0,Method 1: June
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2022,18000000.0,Method 1: June
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2023,25000000.0,Method 1: June
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2024,28000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2025,23500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-kamardin/profil/spieler/557609,2020,150000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-kamardin/profil/spieler/557609,2021,150000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-kamardin/profil/spieler/557609,2024,100000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,2019,5000000.0,Method 1: June
https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,2020,2400000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,2021,1100000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,2022,1000000.0,Method 1: June
https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221,2023,600000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2019,3000000.0,Method 1: June
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2020,2000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2021,2500000.0,Method 1: June
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2022,1800000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2023,600000.0,Method 1: June
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2024,500000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587,2025,500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-malouda/profil/spieler/974996,2023,150000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-malouda/profil/spieler/974996,2024,150000.0,Method 1: June
https://www.transfermarkt.com/aaron-malouda/profil/spieler/974996,2025,100000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2019,20000000.0,Method 1: June
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2020,7000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2021,4500000.0,Method 1: June
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2022,5000000.0,Method 1: June
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2023,7000000.0,Method 1: June
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2024,5000000.0,Method 1: June
https://www.transfermarkt.com/aaron-martin/profil/spieler/251878,2025,5000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,2019,14000000.0,Method 1: June
https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,2020,9500000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,2021,7500000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,2022,5000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951,2023,3500000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2019,750000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2020,12500000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2021,12000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2022,28000000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2023,40000000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2024,25000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,2025,21000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2019,40000000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2020,22000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2021,14000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2022,3000000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2023,2500000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2024,1000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,2025,800000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,2022,1500000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,2023,5000000.0,Method 1: June
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,2024,13000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,2025,12000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2019,400000.0,Method 1: June
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2020,325000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2021,325000.0,Method 1: June
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2022,600000.0,Method 1: June
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2023,500000.0,Method 1: June
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2024,500000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-seydel/profil/spieler/187499,2025,450000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2019,1500000.0,Method 1: June
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2020,800000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2021,400000.0,Method 1: June
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2022,350000.0,Method 1: June
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2023,350000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2024,500000.0,Method 1: June
https://www.transfermarkt.com/aaron-tshibola/profil/spieler/243633,2025,400000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2019,35000000.0,Method 1: June
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2020,40000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2021,40000000.0,Method 1: June
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2022,25000000.0,Method 1: June
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2023,25000000.0,Method 1: June
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2024,20000000.0,Method 3: Apr-May
https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,2025,22000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/aaron-zehnter/profil/spieler/730484,2022,300000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/aaron-zehnter/profil/spieler/730484,2023,300000.0,Method 1: June
https://www.transfermarkt.com/aaron-zehnter/profil/spieler/730484,2024,1500000.0,Method 1: June
https://www.transfermarkt.com/aaron-zehnter/profil/spieler/730484,2025,3000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,2022,850000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,2023,8000000.0,Method 1: June
https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,2024,12000000.0,Method 1: June
https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,2025,12000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdallah-basit/profil/spieler/457773,2019,125000.0,Method 1: June
https://www.transfermarkt.com/abdallah-basit/profil/spieler/457773,2020,120000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdallah-basit/profil/spieler/457773,2021,75000.0,Method 1: June
https://www.transfermarkt.com/abdallah-basit/profil/spieler/457773,2022,50000.0,Method 1: June
https://www.transfermarkt.com/abdallah-basit/profil/spieler/457773,2023,25000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2019,600000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2020,475000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2021,600000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2022,900000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2023,900000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2024,600000.0,Method 1: June
https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,2025,500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2021,11000000.0,Method 1: June
https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2022,8000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2023,6000000.0,Method 1: June
https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2024,7500000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,2025,9000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2019,50000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2020,100000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2021,300000.0,Method 1: June
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2022,800000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2023,500000.0,Method 1: June
https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636,2024,400000.0,Method 3: Apr-May
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2019,100000.0,Method 1: June
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2020,100000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2021,100000.0,Method 1: June
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2022,150000.0,Method 1: June
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2023,150000.0,Method 1: June
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2024,150000.0,Method 1: June
https://www.transfermarkt.com/abde-damar/profil/spieler/632562,2025,200000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2020,50000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2021,100000.0,Method 1: June
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2022,8000000.0,Method 1: June
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2023,15000000.0,Method 1: June
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2024,9000000.0,Method 1: June
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,2025,13500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abde-raihani/profil/spieler/860062,2023,300000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abde-raihani/profil/spieler/860062,2024,300000.0,Method 1: June
https://www.transfermarkt.com/abde-raihani/profil/spieler/860062,2025,300000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2021,100000.0,Method 1: June
https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2022,500000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2023,500000.0,Method 1: June
https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2024,800000.0,Method 1: June
https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,2025,700000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2019,150000.0,Method 1: June
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2021,150000.0,Method 1: June
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2022,300000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2023,1400000.0,Method 1: June
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2024,7500000.0,Method 1: June
https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,2025,7500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2019,300000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2021,350000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2022,600000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2023,350000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2024,250000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdeldjalil-medioub/profil/spieler/596901,2025,200000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2019,1500000.0,Method 1: June
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2020,1700000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2021,2000000.0,Method 1: June
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2022,3000000.0,Method 1: June
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2023,2500000.0,Method 1: June
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2024,2200000.0,Method 1: June
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,2025,1500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdellah-baallal/profil/spieler/1028125,2024,50000.0,Method 1: June
https://www.transfermarkt.com/abdellah-baallal/profil/spieler/1028125,2025,175000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2020,75000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2021,100000.0,Method 1: June
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2022,250000.0,Method 1: June
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2023,250000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2024,450000.0,Method 1: June
https://www.transfermarkt.com/abdenego-nankishi/profil/spieler/455662,2025,450000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2019,800000.0,Method 1: June
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2020,650000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2021,2000000.0,Method 1: June
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2022,1500000.0,Method 1: June
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2023,1200000.0,Method 1: June
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2024,1800000.0,Method 1: June
https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,2025,1500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2019,35000000.0,Method 1: June
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2020,28000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2021,25000000.0,Method 1: June
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2022,18000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2023,10000000.0,Method 1: June
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2024,8000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005,2025,6000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2019,850000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2020,2300000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2021,3500000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2022,3000000.0,Method 1: June
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2023,2700000.0,Method 1: June
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2024,2700000.0,Method 1: June
https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386,2025,2500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoul-hate-bane/profil/spieler/534198,2020,50000.0,Method 1: June
https://www.transfermarkt.com/abdoul-hate-bane/profil/spieler/534198,2021,50000.0,Method 1: June
https://www.transfermarkt.com/abdoul-hate-bane/profil/spieler/534198,2022,50000.0,Method 1: June
https://www.transfermarkt.com/abdoul-hate-bane/profil/spieler/534198,2023,125000.0,Method 1: June
https://www.transfermarkt.com/abdoul-hate-bane/profil/spieler/534198,2024,100000.0,Method 1: June
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2019,800000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2020,1600000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2021,2000000.0,Method 1: June
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2022,1300000.0,Method 1: June
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2023,900000.0,Method 1: June
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2024,900000.0,Method 1: June
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,2025,750000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,2025,500000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoul-ouattara/profil/spieler/991487,2022,100000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoul-ouattara/profil/spieler/991487,2025,150000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2019,5500000.0,Method 1: June
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2020,4000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2021,2000000.0,Method 1: June
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2022,1800000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2023,1200000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2024,600000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396,2025,400000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615,2021,150000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615,2022,300000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615,2023,400000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615,2024,300000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615,2025,275000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2019,3000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2020,2000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2021,1200000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2022,500000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2023,400000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2024,400000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351,2025,350000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-coulibaly/profil/spieler/639758,2021,300000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-coulibaly/profil/spieler/639758,2023,150000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-coulibaly/profil/spieler/639758,2024,200000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-coulibaly/profil/spieler/639758,2025,200000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2019,1000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2020,900000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2021,650000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2022,500000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2023,450000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2024,450000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611,2025,400000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2019,25000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2020,20000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2021,25000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2022,22000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2023,12000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2024,10000000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,2025,8000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2021,1000000.0,Method 2: Jul-Sep
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2022,1000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2023,1000000.0,Method 1: June
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2024,1500000.0,Method 3: Apr-May
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,2025,1000000.0,Method 4: Oct-Mar
https://www.transfermarkt.com/abdoulaye-keita/profil/spieler/949489,2023,100000.0,Method 2: Jul-Sep
