player,season_end_year,squad,comp,nation,position_group_model,age,league_strength,cmp_percent_total,cmp_percent_short,cmp_percent_medium,cmp_percent_long,ppm_team.success,plus_per__minus__team.success,xgplus_per__minus__team.success..xg,xgplus_per__minus_90_team.success..xg,on_minus_off_team.success..xg,ga90,save_percent,cs_percent,_per_90_expected,cmp_percent_launched,launch_percent_passes,avglen_passes,launch_percent_goal,avglen_goal,stp_percent_crosses,avgdist_sweeper,pass_cmp_pct,avrg_dist_pass,avrg_prg_dist_pass,att_total_p90,att_short_p90,att_medium_p90,att_long_p90,att_p90,live_pass_p90,dead_pass_p90,err_p90,touches_touches_p90,def_pen_touches_p90,def_3rd_touches_p90,ong_team.success_p90,onga_team.success_p90,onxg_team.success..xg._p90,og_p90,recov_p90,sota_p90,saves_p90,ga_goals_p90,fk_goals_p90,ck_goals_p90,og_goals_p90,cmp_launched_p90,att_passes_p90,thr_passes_p90,att_goal_p90,stp_crosses_p90,att_(gk)_passes_p90,live_touches_p90
Pepe Reina,2020,Aston Villa,Premier League,ESP,GK,36,91.2,-0.27223636601063,0.18051470215274018,0.17571653434325057,0.7670062331335955,-0.4860666962568455,-0.7521067626616206,-0.8575472645495557,-0.26712883789401,0.002266956305592185,0.05565792472542736,-0.3418920814502525,-0.4325840777563865,-0.5217557430978108,1.3245988921978509,1.0321999419366252,0.7244716236045761,0.45255135951603603,0.06797920430733259,0.013719611333156368,0.6686622969450622,0.8319496088676029,1.3734120960538876,1.3551039247306707,0.7344697238875539,-0.17032889284126446,0.2737797284207783,1.1097401269127503,0.7492373486821994,0.5373379348548977,1.07242749813376,0.3781310100444336,0.9216046676031577,0.9546713458815038,0.9073398942682277,0.09365732251720123,0.3239715167468837,0.18135290643910074,-0.13990736986033273,0.3037108356421757,0.6484537316979433,0.6414444474820987,0.37693022125227604,-0.22904476199720597,0.23461641066002578,-0.29167937863505067,1.6258590900780177,1.1340891923730188,0.8337556436908915,0.9952808209742676,0.39202262049223824,-0.33985595131849283,0.921608697970076
Jed Steer,2020,Aston Villa,Premier League,ENG,GK,26,91.2,-2.2575429195200334,0.18051470215274018,0.5439644279710321,-5.4091386270116315,-2.2843582298865224,0.03547130757466981,0.011830174104102077,-0.3070044210155087,-0.03245246845522238,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-2.924883033560492,-1.5857098519522062,2.796429978962229,2.6816530596943373,-0.07308672802616716,-0.030256723110963977,0.3182811171627053,0.1818679188887222,-0.4024064528270695,0.35713549423429414,-0.6900626070211119,0.9210653662566698,0.25990043096708226,0.3547576326427785,-0.04518170084227279,1.2267462193707273,-0.3239645081418822,0.4064930762422662,0.6534807495272807,0.41731616604318855,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,0.2432888376585836,-0.8189888199205548,2.1438059475547036,-0.38788552244716246,-0.33985595131849283,0.4064959483991101
Pierluigi Gollini,2020,Atalanta,Serie A,ITA,GK,24,84.1,0.3580196827225137,0.18051470215274018,0.06524216625491717,1.115116216159963,1.3122248373728316,3.4483096119319283,3.7524409956797085,0.5602895118770878,-0.2804483596038978,-0.10902458318176919,0.059150225433578105,0.09192277575929182,0.012555044200194715,0.8517054829369781,-0.295020434938184,0.06441977344549507,0.7600403863245715,0.9314250315333965,-0.912214675166295,1.4043665285829836,0.9963369170940345,1.2646145575406318,0.9461046271286535,0.5925644415009031,0.0641279594985349,0.45165488078256083,0.6982343659565295,0.6014322445682252,0.5669414856721553,0.5764341939048773,0.20187679535411018,0.7460040545527623,0.743450304500556,0.7548564281328621,1.213155200877977,0.17278514828068262,1.0592805522607964,-0.13990736986033273,1.5049239635904326,0.4537028036220903,0.5711012841642591,0.22417038661818703,1.1384655145257887,0.10887085124455766,1.1568086152631138,0.8162257351940455,1.0427357767170586,1.1348552918302701,0.6883979511425558,-0.20534807567736513,-0.33985595131849283,0.7460076900879539
Francesco Rossi,2020,Atalanta,Serie A,ITA,GK,28,84.1,2.994590819922831,0.18051470215274018,0.10206695561769323,5.820215664161509,3.1105163710025088,-0.052037366896029114,0.06902605822605325,1.4774279236715573,0.8900922466178502,3.033666609380566,-6.959090145033458,-0.04794571851155573,-6.4280560675541425,8.098477457286023,-0.1967078144289392,-0.6987651783009415,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,1.6800197361119305,1.4755832547153418,2.2986488127312623,0.2959001872432318,3.562304145359458,-0.8532201384711554,-0.15573496883879165,0.29357163618685794,0.7825004548647975,-0.8829274380460466,-0.3239645081418822,0.34842810195255086,0.584709957970714,0.35878645729699943,-0.543313598874528,3.0909319545022753,1.8671433579536134,-0.13990736986033273,-0.6340607282674242,1.7398392361928359,-0.7087697489148992,3.172687690650543,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,1.7034273723555742,1.0891340839145973,2.3627652276736733,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,0.34843084355236725
Marco Sportiello,2020,Atalanta,Serie A,ITA,GK,27,84.1,1.4714720354844004,0.18051470215274018,0.5439644279710321,1.8337948907950439,1.3122248373728316,1.085575401223057,1.087112795596784,0.8444030416177659,0.29986202568400266,-0.314877718065765,0.27972349421968523,1.1968838804989876,0.05587754046760058,-0.5797556477986352,-1.9335641100922698,-1.400070269094965,-0.10440989658999011,-0.37541189616010623,0.3030740758642349,1.99292991389332,1.2858322411529444,0.926709161659247,0.22387759094513535,0.3750978509516726,0.33455528664773027,0.708151105689331,0.06178089039294922,0.3547576326427785,0.4768098453569865,0.01719998911844376,-0.3239645081418822,0.4831388423046908,0.4920986253412045,0.47740666702260953,1.4817575901734628,-0.019830212063919116,1.0897927736104494,-0.13990736986033273,1.4704448073634697,0.2626572690857504,0.4196235437883061,0.029550389506444952,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.23875577378093038,0.8511696213012391,1.314301512942623,0.2234283899358512,0.2137579021060894,-0.33985595131849283,0.4831418867968109
Iago Herrerín,2020,Athletic Club,La Liga,ESP,GK,31,84.5,-1.2281247065892322,0.18051470215274018,-0.4134800954611977,-0.2436356530719872,-1.2053833097087163,-0.4895807392495238,0.21773535694312626,0.2263315032345362,0.32466161479887023,0.1654462633302251,-1.6853838095110851,-1.6004860049179634,-1.0416256983066812,0.5066211032060718,1.6466538201194074,1.5907896769383683,1.6360940287413415,1.4914980005448972,1.9523945236913829,-1.5752356095505988,0.5841827409811933,1.1228875887640524,1.1597224216052786,0.8849117989596155,-0.3048482070995779,0.2572738480173188,1.4513070799400374,0.8710234756802628,0.8588419619323675,0.7502081696954093,-0.3239645081418822,0.938504864204976,0.9097935349992848,0.9535860151200368,-0.10186209399555414,0.42556552242315554,0.518484455652888,-0.13990736986033273,-0.20078017681400487,0.5344970158658454,0.3634591717533049,0.4795815625363383,4.410837164464342,-0.2662816464590487,-0.29167937863505067,1.8498554305978459,1.4276712048278868,1.4044957733394114,0.6568389311511504,1.098527644096166,-0.33985595131849283,0.9385089325713847
Unai Simón,2020,Athletic Club,La Liga,ESP,GK,22,84.5,-1.3436716488569747,0.18051470215274018,-0.11888178055897355,-0.1874888816161215,0.25123283253132195,0.8230493778109602,-1.0062565632666285,-0.08270426595707857,-0.2903681952498448,-0.31030320395723177,0.8612348392012394,0.8681929189624956,0.44578000687425323,0.749458259313006,1.7121955671255713,1.7558026394781394,2.2336670431050982,2.284934706644524,-0.21776396029170644,-0.4348940505118207,0.555693541243284,1.2824965187581399,1.447691227075414,0.7550728603276676,-0.3772840428206019,0.06862528926105471,1.3665939528841602,0.7571000526678687,0.5827885819882371,1.0130280253896904,-0.07044957680078524,0.8869705465433213,0.8419049009168041,0.8956121009058952,0.25123023304293857,-0.013258039066414831,0.20576435267281895,-0.13990736986033273,0.10473258915565807,0.31892737251378034,0.5405508089348804,0.03619096213525192,0.430249727720667,-0.08541574820140901,0.6394338219449796,1.98591418455881,1.1376337361155024,0.8777339169275875,1.048059024773595,0.3161438944489866,-0.33985595131849283,0.8869744990366514
Antonio Adán,2020,Atlético Madrid,La Liga,ESP,GK,32,84.5,-0.5033302505461164,0.18051470215274018,0.5439644279710321,0.20553851857493843,-2.2843582298865224,0.03547130757466981,0.09190441187483371,1.1833454981505047,0.8305732327421681,-0.7082859313996236,3.066967527062308,-0.04794571851155573,0.30137168598290043,-0.4263848123626771,0.3522043167476798,-0.7193917986184131,2.796429978962229,2.6816530596943373,-1.3751818184160207,-0.030256723110963977,0.7721939901457803,0.8602796193831691,1.2091475291447082,0.1415872136257546,0.2454580785026135,-0.3564201971473643,0.39706011290302085,0.1393829251179383,0.3189984476688382,-0.2922188139693498,-0.3239645081418822,0.3809444875547917,-0.012220512740285015,0.2112915912566028,-0.543313598874528,-0.3838555719812398,1.3067548023748843,-0.13990736986033273,-0.6340607282674242,0.41173067861031865,1.114019416221048,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,0.363047454599395,0.6154607460112298,0.5809829610209056,0.02747149630127437,-0.38788552244716246,-0.33985595131849283,0.3809473022665435
Jan Oblak,2020,Atlético Madrid,La Liga,SVN,GK,26,84.5,-1.406697253730289,-0.4000018569123055,-0.3030057273728643,-0.3559291959837186,1.0244981919920835,2.1356794948714444,2.745793435133368,0.3658960441597816,-0.7962798131931427,-0.37892091558523033,0.901339069889623,1.5255748420354796,0.33025335016117097,0.35325026777011276,1.7203882855013417,1.5495364363034267,1.2009680474085085,0.9197568446789901,-0.70966654999454,-0.4348940505118207,0.5395636427419546,1.1305596297109712,1.3155441388699576,0.3432470740919914,-0.2422802464979738,-0.22764731103103555,0.8137238889558371,0.3353295018093522,0.04867916217605481,0.9266070804805061,0.12272954761141441,0.4525858908846178,0.4943862585448727,0.45448554809231506,0.3961524166631998,-0.07987563225646693,0.53784874045896,-0.13990736986033273,0.2066566893170826,0.22116260870262314,0.45899650562727584,-0.031119951028909503,0.35179465442287,0.05240459901288082,0.9387887728825651,1.10909733308119,0.5310506224673307,0.3253180113349836,1.1195776478358335,-0.015734950558553045,-0.33985595131849283,0.45258886667951437
Tomáš Koubek,2020,Augsburg,Bundesliga,CZE,GK,26,84.0,-1.2596375090258891,0.18051470215274018,0.5439644279710321,-0.8500207847953366,-0.4860666962568455,-1.3646674839565132,-1.0520132705641896,-0.14251764063932662,0.027066545420459727,0.2615110596094232,-1.123924579873722,-0.4325840777563865,-0.2618207654933757,-0.6308792596106217,1.1141271256943295,1.3638968534461842,1.1023394916397329,1.3281433845832096,-0.33350574610413786,0.5215214506174771,0.5776599017244625,0.9562940328086288,0.6880675997626868,0.8436159886632898,-0.06205103572046296,0.3542797189130591,1.2356815015298543,0.8430275497310663,0.6966667498285087,0.9972215390499213,0.7291787691375915,1.0499390135564455,1.1213768387473293,1.0617390981736843,0.4700492306123138,0.5186239661471177,0.42020612029537235,-0.13990736986033273,0.6020926968861392,0.841697040340902,0.8102212220317232,0.5736085083436658,-0.22904476199720597,0.10939189638025712,0.9976537616125747,1.077340522543867,1.191379544006007,0.8337556436908915,1.223897196881274,0.24578984369110052,-0.33985595131849283,1.0499433324785716
Andreas Luthe,2020,Augsburg,Bundesliga,GER,GK,32,84.0,-0.13568088878511586,-0.9418173120396837,0.28619090243158396,-0.007819212957351088,-0.12640838953091016,-0.13954604136672805,-0.4457368988715072,-0.15248653641970122,0.007226874128565693,-0.15934423837563488,-0.5825174655805508,0.49754140914474976,0.5613066635873355,-0.6564410655166147,0.10642276547456693,0.29131259693767925,-0.1334182953455123,-0.1420481590719808,0.18733229005180366,-0.1406123578566518,0.8675265267150182,1.0191417476168412,0.5247422379338629,1.205108417600528,0.19348470708462873,1.2029796186745358,1.206048236914065,1.186343308919245,1.1545895661971095,1.036875590203218,0.5185501136816968,1.3297906840868403,1.5057800928849976,1.342996026369029,0.15156376991644926,0.1257799319030092,0.25704145732342587,-0.13990736986033273,1.0027769105566047,0.32477118972098706,0.405156963112624,0.17667596530467938,-0.22904476199720597,-0.2662816464590487,1.2555203896620997,0.831116632228537,1.6575420893986386,1.1643045364131805,1.2848615637898089,0.7819766919619384,-0.33985595131849283,1.3297956322454845
Neto,2020,Barcelona,La Liga,BRA,GK,30,84.5,1.807608594808744,0.18051470215274018,0.5439644279710321,0.6322539816395174,1.3122248373728316,0.47301467992816454,0.549471484850443,1.1933143939308792,0.8305732327421681,-0.2508345205462996,-3.6204129402255685,1.8962263518532252,-0.1607349408694287,1.7080259807877476,-1.6795898404433867,-1.895109156714275,-1.8449138219213217,-2.0789671769034217,-0.07308672802616716,0.8525883548545425,1.372530370542751,0.7452600812648308,0.43888183671658004,0.6340551602938764,1.6487391067882016,1.2167796170446408,-0.3052482584911825,0.6052802959095198,0.5314368676336529,0.6758869866007922,-0.3239645081418822,0.6690757933079792,0.6997100038514175,0.6820005155953995,1.8887571918938926,0.0408406812556343,1.5152085162858124,-0.13990736986033273,1.9234980823951209,-0.19698574361500187,-0.4556045870904621,0.09085271275570925,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,0.041249894979359894,0.9772945457985245,0.15321380573323715,0.9190753623385989,0.197045584757388,-0.33985595131849283,0.669079255872714
Marc-André ter Stegen,2020,Barcelona,La Liga,GER,GK,27,84.5,1.7445829899354288,0.18051470215274018,0.06524216625491717,2.5749322740124705,1.6179343980898766,3.7983443098147243,2.711475904660197,0.3758649399401563,-0.7962798131931427,-0.2508345205462996,0.47021858998950394,1.1199562086500212,0.07031837255673587,1.835835010317713,-1.6713971220676163,-1.64758971290462,-1.5780365533705174,-1.4722214604742956,-0.015215835119951384,0.33759539270799677,1.3556591630288877,1.1119447101069313,0.8794754969812294,1.0750060699878505,1.1578794878405678,1.4391129241185596,0.48250269254521283,1.089499473417624,1.3379160545371165,0.32036790729537284,1.0802265282307495,1.1962125691591177,1.1083018981304018,1.2036194477084277,0.9815561826390053,0.0408406812556343,0.6859432456679345,-0.13990736986033273,1.0425611587224664,0.3022261370459753,0.40234401687013005,0.09085271275570925,0.9882082125374595,-0.18279863693920298,-0.29167937863505067,0.30128832699554997,1.7371455253518435,1.0930096771985696,0.6269544375685351,0.197045584757388,-0.33985595131849283,1.1962172169721261
Manuel Neuer,2020,Bayern Munich,Bundesliga,GER,GK,33,84.0,1.7340787224565435,-0.12909412934861642,0.28619090243158396,2.597390982594817,2.013558535488406,5.811043822640799,5.880127885016292,0.8244652500570165,0.5776174237705192,-0.2782816051974991,0.5103228206778876,1.5815222397438182,0.31581251807203575,1.7591495925997336,-1.3191102319094876,-1.5032033706823213,-2.1001877309699166,-1.6589124501447956,-0.4203120854634615,3.464338377169163,1.3522984087299594,1.1565078298181175,0.8292159784887471,1.3056023602958606,1.3179994704919349,1.6893250157785495,0.673996440403305,1.307219644139941,1.6301082920981493,0.32036790729537284,0.697265336492759,1.4037052458030448,1.014400051881559,1.3678819914211122,1.499204727571678,0.01510151439279347,1.4001528949713393,-0.13990736986033273,2.683015547379755,0.334433355153135,0.5033543592142238,0.06484566652874865,-0.22904476199720597,0.2801525976708507,0.17716903600044945,0.5421193748287257,2.0913040627194075,1.573218852900291,0.45145095707426797,-0.03338182111107125,-0.33985595131849283,1.4037103601559497
Sven Ulreich,2020,Bayern Munich,Bundesliga,GER,GK,30,84.0,1.3769336281744282,0.18051470215274018,0.5439644279710321,1.6878132850097933,0.41307907055799303,-0.13954604136672805,0.06902605822605325,0.2612226384658476,-0.5433240042214937,-0.2508345205462996,-0.2717096777455819,-1.6004860049179634,0.2869308538937651,-1.0270872511535145,-1.7533243058253205,-1.9982422583016313,-2.4250817970317655,-2.52235827737086,-1.3751818184160207,0.006528488470932619,1.2610232379737074,0.948266825619032,0.4382904510942859,1.734249509233297,1.9086059638781252,2.1827795029520125,0.8059991646009113,1.730762708495924,2.018505807387356,0.7579298510558888,-0.3239645081418822,1.811665454053378,1.9647105085391532,1.8337351177009658,2.236195876289381,2.164321947440005,0.9940742315084926,-0.13990736986033273,1.4119863202626117,0.23781170083165562,0.3038908983828491,0.09085271275570925,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.10502172302974698,2.3522629849902446,1.1254164313870292,1.4906163021061145,-0.38788552244716246,-0.33985595131849283,1.8116714856902874
