player,season_end_year,age,position_group_model,comp,target_market_value,predicted_log_value,expected_market_value_raw,undervaluation_raw
CaoimhÃ­n Kelleher,2024,25.0,GK,Premier League,20000000.0,16.317214250850064,12203265.879307756,-7796734.120692244
Benjamin Bourigeaud,2025,30.0,MF,Ligue 1,15000000.0,15.789991317150639,7202877.65409178,-7797122.34590822
Jonas Wind,2023,23.0,FW,Bundesliga,14000000.0,15.639958823006012,6199372.664181239,-7800627.335818761
Jan Bednarek,2025,28.0,DF,Premier League,11000000.0,14.977367364873444,3195860.868685542,-7804139.131314458
Jeffrey Schlupp,2020,26.0,MF,Premier League,9500000.0,14.342333867986639,1693542.8905792432,-7806457.109420757
Salih Ãzcan,2022,23.0,MF,Bundesliga,13000000.0,15.46123442996057,5184760.652660681,-7815239.347339319
Leandro Barreiro Martins,2021,20.0,MF,Bundesliga,11000000.0,14.972665331268358,3180869.0923211384,-7819130.907678861
Billy Gilmour,2024,22.0,MF,Premier League,18000000.0,16.135974194482507,10180392.214123799,-7819607.7858762015
Ibrahim SangarÃ©,2020,21.0,MF,Ligue 1,9500000.0,14.33169873378201,1675627.2604504665,-7824372.739549533
Aaron Ramsdale,2021,22.0,GK,Premier League,12000000.0,15.24394729073101,4172170.8717010464,-7827829.128298953
Andy Delort,2020,27.0,FW,Ligue 1,13000000.0,15.454222126502247,5148530.706740012,-7851469.293259988
Andros Townsend,2020,28.0,MF,Premier League,9500000.0,14.314488515587705,1647036.068503935,-7852963.931496065
HÃ©ctor Herrera,2020,29.0,MF,La Liga,16000000.0,15.912030755211354,8137801.636912051,-7862198.363087949
Moise Kean,2024,24.0,FW,Serie A,14000000.0,15.627551454827834,6122929.959692927,-7877070.040307073
Vedat Muriqi,2024,30.0,FW,La Liga,12000000.0,15.231145745558562,4119101.0377099193,-7880898.96229008
Fran BeltrÃ¡n,2022,22.0,MF,La Liga,15000000.0,15.777884086643603,7116196.534901426,-7883803.465098574
Guglielmo Vicario,2022,24.0,GK,Serie A,10000000.0,14.559170559684643,2103619.6973955412,-7896380.302604459
Kenny Tete,2025,28.0,DF,Premier League,15000000.0,15.775796093819553,7101353.467016272,-7898646.532983728
Romain Perraud,2023,24.0,DF,Premier League,12000000.0,15.22350772220963,4087759.087814211,-7912240.912185789
Armel Bella Kotchap,2025,22.0,DF,Premier League,12000000.0,15.222840272615512,4085031.6243261993,-7914968.375673801
Diadie SamassÃ©kou,2020,23.0,MF,Bundesliga,12000000.0,15.22194938241789,4081393.9294381775,-7918606.0705618225
Anton Stach,2022,22.0,MF,Bundesliga,13000000.0,15.440376547844163,5077737.523233833,-7922262.476766167
Dean Henderson,2025,27.0,GK,Premier League,15000000.0,15.772182018598194,7075734.959290691,-7924265.040709309
Gregor Kobel,2021,22.0,GK,Bundesliga,13000000.0,15.43946638817101,5073118.0729367435,-7926881.9270632565
Giovanni Simeone,2023,27.0,FW,Serie A,15000000.0,15.771520592708146,7071056.431756258,-7928943.568243742
Logan Costa,2024,23.0,DF,Ligue 1,12000000.0,15.218614339186265,4067804.9733764143,-7932195.026623586
Wilfried Singo,2022,20.0,DF,Serie A,15000000.0,15.770457212150891,7063541.203246205,-7936458.796753795
Facundo Medina,2023,23.0,DF,Ligue 1,22000000.0,16.459027351414093,14062570.908569198,-7937429.091430802
Adam Webster,2023,27.0,DF,Premier League,25000000.0,16.651772299059235,17051900.818140596,-7948099.181859404
Rafa Mir,2021,23.0,FW,La Liga,12000000.0,15.214507576179557,4051133.7141725277,-7948866.285827473
Jakub Moder,2025,25.0,MF,Premier League,10000000.0,14.531693136550984,2046604.5236093332,-7953395.476390667
Arne Maier,2020,20.0,MF,Bundesliga,13500000.0,15.528049826419885,5543017.835245459,-7956982.164754541
Kristjan Asllani,2023,20.0,MF,Serie A,12000000.0,15.209904793522663,4032530.068681919,-7967469.931318081
Mason Holgate,2021,23.0,DF,Premier League,20000000.0,16.303085928846237,12032066.423600236,-7967933.576399764
Jason Denayer,2022,26.0,DF,Ligue 1,14000000.0,15.612034869040976,6028656.270554019,-7971343.729445981
Nico Williams,2022,19.0,MF,La Liga,12000000.0,15.208729959196045,4027795.2945914376,-7972204.705408562
Marko Rog,2020,24.0,MF,Serie A,13000000.0,15.425021155024645,5000362.4363393085,-7999637.5636606915
Stefan Lainer,2021,27.0,DF,Bundesliga,12500000.0,15.319662674248605,4500335.250348328,-7999664.749651672
Andriy Lunin,2025,25.0,GK,La Liga,20000000.0,16.299957414149628,11994482.745034792,-8005517.2549652085
Alex Meret,2022,24.0,GK,Serie A,10000000.0,14.504256952901354,1991216.7672897177,-8008783.232710282
Sean Longstaff,2021,22.0,MF,Premier League,15000000.0,15.75773536847289,6974249.107852149,-8025750.892147851
William Carvalho,2022,29.0,MF,La Liga,16000000.0,15.890915808107602,7967773.746716678,-8032226.253283322
Exequiel Palacios,2021,21.0,MF,Bundesliga,13000000.0,15.415018818916284,4950596.42368761,-8049403.57631239
Aymeric Laporte,2020,25.0,DF,Premier League,60000000.0,17.765662681361704,51943267.02024345,-8056732.979756549
David Raum,2024,26.0,DF,Bundesliga,20000000.0,16.295216568977246,11937753.333607398,-8062246.666392602
Alex Meret,2023,25.0,GK,Serie A,18000000.0,16.11063304412343,9925650.692784766,-8074349.307215234
Yehvann Diouf,2025,24.0,GK,Ligue 1,9000000.0,13.716682600529762,905897.5477278553,-8094102.452272145
Jon Pacheco,2024,23.0,DF,La Liga,15000000.0,15.74697799586052,6899626.591472151,-8100373.408527849
Harry Winks,2023,26.0,MF,Serie A,10000000.0,14.455881287979388,1897183.0920329771,-8102816.907967023
Valentin Rongier,2021,25.0,MF,Ligue 1,14000000.0,15.588389903082367,5887780.934253859,-8112219.065746141
Fabio Miretti,2024,20.0,MF,Serie A,15000000.0,15.744985321231747,6885891.567884016,-8114108.432115984
Dennis Geiger,2020,21.0,MF,Bundesliga,11000000.0,14.875136714635456,2885291.140401917,-8114708.859598083
Stefan Bajcetic,2024,19.0,MF,Premier League,11000000.0,14.874044602603238,2882141.7981692133,-8117858.201830787
Ben White,2023,24.0,DF,Premier League,55000000.0,17.663096446076608,46879752.545154706,-8120247.454845294
Tuta,2023,23.0,DF,Bundesliga,15000000.0,15.744026247227957,6879290.653218071,-8120709.346781929
El Chadaille Bitshiabu,2025,19.0,DF,Bundesliga,12000000.0,15.16831808166709,3868269.5610225545,-8131730.4389774455
Nick Pope,2024,32.0,GK,Premier League,16000000.0,15.877148944135422,7858834.075012941,-8141165.924987059
Moise Kean,2025,24.0,FW,Serie A,24000000.0,16.579145515586262,15857378.215405978,-8142621.784594022
Nathan Patterson,2024,22.0,DF,Premier League,15000000.0,15.740505965876098,6855116.186524321,-8144883.813475679
Brahim DÃ­az,2022,21.0,MF,Serie A,18000000.0,16.10330600752514,9853190.86165686,-8146809.1383431405
Kostas Tsimikas,2023,26.0,DF,Premier League,18000000.0,16.10307744088744,9850939.00808151,-8149060.991918489
Jon Moncayola,2022,23.0,MF,La Liga,12000000.0,15.163777727377559,3850746.0537570855,-8149253.946242915
Matteo Pessina,2020,22.0,MF,Serie A,12000000.0,15.162691530908907,3846565.6566829034,-8153434.343317097
Josh Brownhill,2024,28.0,MF,Premier League,13000000.0,15.391729872270552,4836634.402933047,-8163365.597066953
Moussa Niakhate,2025,28.0,DF,Ligue 1,15000000.0,15.737400851775732,6833863.278916563,-8166136.721083437
Emerson Palmieri,2025,29.0,DF,Premier League,12000000.0,15.159054552619507,3832601.1868935856,-8167398.813106414
Branco van den Boomen,2023,27.0,MF,Ligue 1,12000000.0,15.151545512920586,3803929.8069084366,-8196070.193091564
Harry Wilson,2024,27.0,FW,Premier League,17000000.0,15.990339103761887,8800675.079927731,-8199324.920072269
Jerdy Schouten,2023,25.0,MF,Serie A,12000000.0,15.149773506500619,3797195.1857556715,-8202804.814244328
Danny Ings,2021,28.0,FW,Premier League,22000000.0,16.439054444687923,13784486.789903488,-8215513.210096512
RaÃºl de TomÃ¡s,2020,24.0,FW,La Liga,16000000.0,15.867515883753105,7783492.907818518,-8216507.092181482
Tommaso Pobega,2023,23.0,MF,Serie A,14000000.0,15.570505990344463,5783420.325426623,-8216579.674573377
Alex Telles,2021,27.0,DF,Premier League,20000000.0,16.281594290680797,11776236.532912105,-8223763.467087895
Mahmoud Dahoud,2022,25.0,MF,Bundesliga,18000000.0,16.095349356641062,9775103.5227312,-8224896.4772688
Nikola MilenkoviÄ,2022,23.0,DF,Serie A,20000000.0,16.281186006204102,11771429.459327085,-8228570.540672915
Sebastiaan Bornauw,2020,20.0,DF,Bundesliga,13000000.0,15.377496057049463,4768278.266706115,-8231721.733293885
LuÃ­s Maximiano,2022,22.0,GK,La Liga,12000000.0,15.141292851719541,3765128.6406072513,-8234871.359392749
Mathys Tel,2023,17.0,FW,Bundesliga,20000000.0,16.279419820987663,11750657.28202945,-8249342.71797055
Mandela Keita,2025,22.0,MF,Serie A,11000000.0,14.825672315409468,2746044.172344537,-8253955.827655463
Federico Gatti,2024,25.0,DF,Serie A,18000000.0,16.09231819028483,9745518.41611539,-8254481.58388461
Domingos Duarte,2021,25.0,DF,La Liga,12000000.0,15.133677907040244,3736566.2751214565,-8263433.724878544
Fran Garcia,2023,22.0,DF,La Liga,12000000.0,15.132674149382696,3732817.5488272174,-8267182.451172782
Niklas Stark,2020,24.0,DF,Bundesliga,11500000.0,14.987617672284507,3228787.9030954475,-8271212.096904553
Baptiste Santamaria,2021,25.0,MF,Ligue 1,15000000.0,15.721742708701177,6727691.053477476,-8272308.946522524
JoaquÃ­n Correa,2022,26.0,FW,Serie A,23000000.0,16.50514872643654,14726345.49987255,-8273654.50012745
JosÃ© SÃ¡,2022,28.0,GK,Premier League,18000000.0,16.090259688427736,9725477.880115967,-8274522.119884033
Matteo Pessina,2023,25.0,MF,Serie A,15000000.0,15.720762572346617,6721100.228394847,-8278899.771605153
David Raya,2024,28.0,GK,Premier League,35000000.0,17.100894637982506,26719243.67234241,-8280756.327657592
Jonathan Clauss,2024,31.0,DF,Ligue 1,12000000.0,15.128306617894838,3716549.896877045,-8283450.103122955
Terem Moffi,2022,22.0,FW,Ligue 1,12000000.0,15.126979512101379,3711620.912015711,-8288379.087984289
Aster Vranckx,2024,21.0,MF,Bundesliga,12000000.0,15.126959779176254,3711547.671581055,-8288452.328418945
Cesare Casadei,2025,21.0,MF,Serie A,10000000.0,14.340239448912195,1689999.6118019773,-8310000.388198023
Emerson,2024,25.0,DF,Premier League,18000000.0,16.086200115944287,9686076.623905115,-8313923.376094885
Jamal Lewis,2021,22.0,DF,Premier League,15000000.0,15.715259392937316,6684214.390289832,-8315785.609710168
Jarell Quansah,2025,21.0,DF,Premier League,22000000.0,16.430236671799022,13663472.628977349,-8336527.371022651
Alessio Romagnoli,2022,26.0,DF,Serie A,17000000.0,15.973038556625887,8649728.06650234,-8350271.93349766
Reece Oxford,2022,22.0,DF,Bundesliga,12000000.0,15.109358425763105,3646790.966364528,-8353209.033635472
Youssouf Fofana,2020,20.0,MF,Ligue 1,13000000.0,15.349606067898794,4637128.395088679,-8362871.604911321
Kenny Tete,2024,28.0,DF,Premier League,15000000.0,15.70621133539455,6624008.010946753,-8375991.989053247
Florian Neuhaus,2023,25.0,MF,Bundesliga,12000000.0,15.1025418458586,3622016.8508286905,-8377983.14917131
JosÃ© SÃ¡,2024,31.0,GK,Premier League,14000000.0,15.54005827766594,5609982.170962455,-8390017.829037545
Jannik Vestergaard,2021,27.0,DF,Premier League,18000000.0,16.078183568359748,9608738.129764382,-8391261.870235618
Guillermo MaripÃ¡n,2020,25.0,DF,La Liga,11000000.0,14.771459495352225,2601136.728993063,-8398863.271006938
Benjamin Lecomte,2020,28.0,GK,Ligue 1,11000000.0,14.76893953703733,2594590.222271019,-8405409.77772898
Sergio ReguilÃ³n,2025,27.0,DF,Premier League,11000000.0,14.767272429289099,2590268.3626446733,-8409731.637355328
Tuta,2024,24.0,DF,Bundesliga,12000000.0,15.092251212379564,3584935.117173072,-8415064.882826928
Asier Illarramendi,2020,29.0,MF,La Liga,14500000.0,15.620967956247366,6082752.053124229,-8417247.94687577
Gerard Deulofeu,2020,25.0,FW,Premier League,20000000.0,16.264065279324964,11571609.42646166,-8428390.57353834
Javi GalÃ¡n,2022,26.0,DF,La Liga,12000000.0,15.087908144431466,3569399.257094662,-8430600.742905337
Nikola MaksimoviÄ,2020,27.0,DF,Serie A,18000000.0,16.073892445865734,9567594.193115998,-8432405.806884002
Daniel Vivian,2023,23.0,DF,La Liga,14000000.0,15.532343706524227,5566870.066202326,-8433129.933797674
Giovanni Fabbian,2025,21.0,MF,Serie A,13000000.0,15.33398131363199,4565237.489228354,-8434762.510771647
Stefan SaviÄ,2022,30.0,DF,La Liga,16000000.0,15.839024819380512,7564862.181978063,-8435137.818021938
John McGinn,2020,24.0,MF,Premier League,16000000.0,15.837838438403944,7555892.693875696,-8444107.306124303
Rodrigo De Paul,2025,30.0,MF,La Liga,25000000.0,16.622008041081667,16551842.46308276,-8448157.53691724
Duje Äaleta-Car,2023,25.0,DF,Ligue 1,11000000.0,14.75226956054073,2551696.955739436,-8448303.044260563
Kenny Lala,2020,27.0,DF,Ligue 1,9500000.0,13.860843844363782,1046375.5448706805,-8453624.45512932
Djibril Sow,2021,23.0,MF,Bundesliga,15000000.0,15.692536903874174,6534044.952026079,-8465955.04797392
Angelo Fulgini,2021,23.0,MF,Ligue 1,12000000.0,15.074286784584764,3521108.8091941806,-8478891.190805819
Colin Dagba,2020,20.0,DF,Ligue 1,16000000.0,15.8328208438115,7518075.23820855,-8481924.761791449
Gylfi SigurÃ°sson,2020,29.0,MF,Premier League,18000000.0,16.068200428303875,9513289.970164469,-8486710.029835531
Aleksandar MitroviÄ,2021,25.0,FW,Premier League,16000000.0,15.831593398273593,7508852.870211424,-8491147.129788576
Dominic Solanke,2020,21.0,FW,Premier League,12000000.0,15.06599447527066,3492031.4035673146,-8507968.596432686
Gonzalo Villar,2021,22.0,MF,Serie A,15000000.0,15.685834491775397,6490397.518322362,-8509602.481677638
Mathias Jensen,2023,26.0,MF,Premier League,22000000.0,16.416915358425513,13482664.191729836,-8517335.808270164
Yeray Ãlvarez,2023,27.0,DF,La Liga,15000000.0,15.681367633916155,6461470.485261638,-8538529.514738362
Renato Sanches,2023,24.0,MF,Ligue 1,15000000.0,15.681329731848248,6461225.586771731,-8538774.41322827
Philipp Lienhart,2021,24.0,DF,Bundesliga,14000000.0,15.511320735183789,5451059.501733568,-8548940.498266432
Harrison Reed,2023,27.0,MF,Premier League,18000000.0,16.059810507394854,9433808.100870792,-8566191.899129208
Dennis Praet,2020,25.0,MF,Premier League,19000000.0,16.160440508335927,10432540.90626909,-8567459.09373091
Sebastiaan Bornauw,2021,21.0,DF,Bundesliga,12000000.0,15.048728071576543,3432254.1168594025,-8567745.883140597
Yeray Ãlvarez,2022,26.0,DF,La Liga,13000000.0,15.303244198926604,4427049.854181054,-8572950.145818945
Junior Firpo,2022,24.0,DF,Premier League,12000000.0,15.04717565698537,3426929.9676480875,-8573070.032351913
Stefan Posch,2021,23.0,DF,Bundesliga,13000000.0,15.302277317972191,4422771.491692835,-8577228.508307165
Marcus Tavernier,2024,25.0,FW,Premier League,20000000.0,16.24914849673551,11400279.253871756,-8599720.746128244
Valentin Rongier,2020,24.0,MF,Ligue 1,16000000.0,15.816396084313904,7395601.20075021,-8604398.79924979
Ansgar Knauff,2022,19.0,DF,Bundesliga,10000000.0,14.144117256292017,1389030.4397534502,-8610969.56024655
LoÃ¯c Bade,2023,22.0,DF,Ligue 1,12000000.0,15.027047100348144,3358640.384605434,-8641359.615394566
Lewis Dunk,2021,28.0,DF,Premier League,25000000.0,16.610266739725326,16358638.732147852,-8641361.267852148
Jhon LucumÃ­,2024,25.0,DF,Serie A,17000000.0,15.93875906401531,8358244.244245521,-8641755.755754478
Aritz Elustondo,2023,28.0,DF,La Liga,14000000.0,15.493193233744117,5353135.633688847,-8646864.366311153
MÃ¡rio Rui,2020,28.0,DF,Serie A,14000000.0,15.492339165787056,5348565.643039325,-8651434.356960675
Houssem Aouar,2023,24.0,MF,Ligue 1,13000000.0,15.285021360606043,4347107.027053106,-8652892.972946893
Bernd Leno,2024,32.0,GK,Premier League,13000000.0,15.282246785144613,4335062.36493196,-8664937.63506804
Lukas Klostermann,2022,25.0,DF,Bundesliga,18000000.0,16.04926743912537,9334869.283304028,-8665130.716695972
Gift Orban,2024,21.0,FW,Ligue 1,15000000.0,15.660614474716413,6328756.420148279,-8671243.57985172
Lorenzo Lucca,2024,23.0,FW,Serie A,12000000.0,15.01485085237835,3317926.3453743164,-8682073.654625684
Ben Godfrey,2023,24.0,DF,Premier League,13000000.0,15.275328442660058,4305174.418617117,-8694825.581382882
Kyle Walker-Peters,2021,23.0,DF,Premier League,18000000.0,16.04566916194864,9301340.192274164,-8698659.807725836
Calvin Stengs,2022,22.0,MF,Ligue 1,13000000.0,15.274136794208133,4300047.218511019,-8699952.781488981
Davy Klaassen,2020,26.0,MF,Bundesliga,12000000.0,15.006174480341295,3289263.2987732072,-8710736.701226793
Riccardo Orsolini,2022,24.0,FW,Serie A,10000000.0,14.067291759753353,1286313.5631678435,-8713686.436832156
Jakub Jankto,2020,23.0,MF,Serie A,9500000.0,13.570966476804454,783060.469346772,-8716939.530653227
Gonzalo Montiel,2022,24.0,DF,La Liga,14000000.0,15.477211803244906,5268264.837360283,-8731735.162639717
Francesco Camarda,2024,16.0,FW,Serie A,10000000.0,14.05161109603715,1266300.6152913468,-8733699.384708654
Fran BeltrÃ¡n,2020,20.0,MF,La Liga,13500000.0,15.376962521671192,4765734.899572359,-8734265.10042764
